SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
532123,BSE  INFRA  ,B ,Q,1.76,1.76,1.70,1.71,1.70,1.80,15,13074,22672.00,
532129,HEXAWARE TEC,A ,Q,350.00,361.20,348.80,355.15,355.15,349.35,2136,185661,65846137.00,
532134,BANKBARODA  ,A ,Q,110.75,112.10,107.80,110.20,110.20,110.95,2583,699472,77011428.00,
532140,MOHITE      ,X ,Q,11.40,11.95,11.40,11.95,11.95,11.40,4,1300,15529.00,
532141,ANDHRA CEMEN,T ,Q,4.95,4.95,4.51,4.51,4.51,4.74,9,3521,15986.00,
532143,SKM EGG PROD,B ,Q,60.40,62.20,59.10,59.55,59.60,60.85,49,3144,190630.00,
532144,WELCORP     ,A ,Q,103.50,104.55,101.35,102.25,102.25,103.40,519,33181,3418397.00,
532145,H.S.(I) LTD.,X ,Q,9.95,10.20,9.26,9.26,9.26,9.74,9,570,5478.00,
532149,BNK OF INDIA,A ,Q,94.85,95.20,90.45,93.40,93.40,94.85,3511,1070440,99619958.00,
532150,INDRAPRAST  ,B ,Q,39.55,39.55,37.10,37.55,37.50,38.90,114,8188,309843.00,
532155,GAIL (I) LTD,A ,Q,331.00,332.20,327.30,330.20,330.45,333.50,545,53502,17644065.00,
532156,VAIBHAVGBL  ,B ,Q,666.25,666.75,652.50,657.55,652.50,675.10,21,161,106455.00,
532159,TRESCON     ,XT,Q,97.00,99.90,97.00,98.55,98.10,98.00,43,2518,249128.00,
532160,GUJ.STAT.FIN,XT,Q,1.33,1.33,1.33,1.33,1.33,1.33,1,100,133.00,
532162,JK PAPER    ,B ,Q,138.00,138.00,128.70,129.35,129.35,134.25,728,71513,9315921.00,
532163,SAREGAMA (I),B ,Q,590.00,602.05,584.35,595.05,600.00,597.40,166,2918,1743553.00,
532166,ALKA SECUR. ,XT,Q,0.21,0.21,0.21,0.21,0.21,0.21,3,4003,840.00,
532173,CYBERTECH   ,B ,Q,38.50,39.90,37.30,38.30,38.30,41.90,33,4056,154877.00,
532174,ICICI BANK  ,A ,Q,351.60,356.70,346.00,354.60,354.60,354.50,7183,902313,318131933.00,
532175,CYIENT      ,A ,Q,610.10,618.40,607.80,610.25,609.10,608.55,517,12600,7713241.00,
532178,ENGINRS.(I) ,A ,Q,116.00,116.00,112.60,113.65,113.65,115.40,628,80086,9153858.00,
532179,CORPN.BANK  ,A ,Q,25.25,26.15,25.25,25.70,25.65,25.95,233,70524,1803675.00,
532180,DHANALAK.BNK,B ,Q,16.25,16.25,15.60,15.75,15.75,16.25,29,10581,167136.00,
532181,GUJ.MINERAL ,A ,Q,84.15,85.85,82.00,82.35,82.50,84.05,198,16183,1341240.00,
532183,GAYATRI SUGR,X ,Q,2.55,2.55,2.32,2.32,2.32,2.44,9,12321,29278.00,
532187,INDUSIND BNK,A ,Q,1517.65,1517.65,1471.10,1500.55,1500.55,1517.65,2181,58802,87516092.00,
532189,INDIA TOURIS,B ,Q,280.00,284.50,279.10,281.45,280.25,280.85,111,1416,399740.00,
532209,J & K BANK  ,A ,Q,40.25,40.25,38.20,38.70,38.50,39.60,314,49503,1926642.00,
532210,CITY UNION  ,A ,Q,193.50,193.50,187.65,188.80,189.00,189.00,114,3526,666194.00,
532212,ARCHIES LTD ,B ,Q,26.85,28.60,26.75,27.60,28.45,27.00,81,8948,245262.00,
532215,AXIS BANK   ,A ,Q,713.40,723.50,707.40,719.20,719.20,716.40,7887,439574,314816164.00,
532216,HB STOCKHOL.,B ,Q,7.85,7.85,7.83,7.83,7.83,8.24,3,87,682.00,
532218,SOUTH IND.BK,A ,Q,13.13,13.25,12.91,13.20,13.20,13.14,1196,1188491,15541866.00,
532219,ENERGY DEV. ,B ,Q,10.20,10.20,9.91,9.95,9.91,10.24,19,7219,71973.00,
532221,SONATA SOFT.,A ,Q,326.70,328.75,323.05,324.20,324.20,326.80,215,4329,1405482.00,
532230,BENGAL TEA &,X ,Q,48.00,48.00,48.00,48.00,48.00,48.00,2,200,9600.00,
532234,NAT.ALUM    ,A ,Q,59.20,59.20,58.25,58.90,58.90,59.20,599,202402,11891197.00,
532240,INDIA NIPPON,B ,Q,407.00,410.60,393.00,400.20,396.15,415.60,48,268,107393.00,
532256,NALWA SONS  ,B ,Q,1085.00,1085.00,1085.00,1085.00,1085.00,1060.00,1,1,1085.00,
532259,APAR INDUS. ,B ,Q,614.50,614.85,605.30,609.20,607.80,617.15,37,868,528699.00,
532262,TCI INDUS.  ,XT,Q,940.00,940.00,940.00,940.00,940.00,910.00,1,1,940.00,
532268,ACCELYA     ,B ,Q,940.05,950.00,922.00,934.25,935.00,935.00,157,3009,2818673.00,
532271,CYBERMATE   ,X ,Q,1.87,1.87,1.77,1.82,1.79,1.80,45,49350,89485.00,
532275,LANDMARC LEI,XT,Q,0.50,0.50,0.50,0.50,0.50,0.50,1,2000,1000.00,
532276,SYNDICATE BN,A ,Q,38.00,38.00,36.00,36.55,36.55,37.30,2461,442535,16273737.00,
532281,HCL TECHNO  ,A ,Q,1043.95,1058.00,1031.25,1039.35,1040.30,1044.00,2199,94474,98778411.00,
532282,CASTEXTECH  ,T ,Q,0.95,0.95,0.89,0.92,0.92,0.93,34,81323,73435.00,
532284,TCFC FINANCE,X ,Q,29.05,29.05,29.00,29.00,29.00,29.20,5,243,7052.00,
532285,GEOJITFSL   ,B ,Q,37.00,38.00,36.10,36.20,36.70,38.10,100,9441,347458.00,
532286,JINDAL STE  ,A ,Q,130.00,131.70,125.30,130.90,130.90,129.85,7826,1445949,186162612.00,
532290,BLB LTD.    ,B ,Q,5.52,5.52,5.52,5.52,5.52,5.47,2,1000,5520.00,
532296,GLENMARK PHA,A ,Q,660.00,664.45,642.60,646.35,644.30,661.40,631,28325,18398906.00,
532300,WOCKHARDT   ,A ,Q,455.00,458.00,418.75,421.90,421.90,449.95,3537,205191,88246624.00,
532301,TATA COFFEE ,B ,Q,89.80,89.80,87.80,88.15,88.15,89.35,239,18012,1590619.00,
532305,IND-SWIFT LA,B ,Q,46.90,46.90,43.50,45.20,45.80,43.90,41,545,24237.00,
532309,GEPIL       ,B ,Q,770.90,776.25,752.05,762.25,768.00,774.20,52,746,569942.00,
532310,SHREE RAMA  ,B ,Q,6.57,6.57,5.23,5.23,5.23,5.53,31,10102,62054.00,
532313,MAHINDRALIFE,A ,Q,378.80,378.80,372.30,375.15,375.00,382.10,33,1054,395278.00,
532318,GEMINI COMMU,Z ,Q,0.24,0.24,0.23,0.24,0.24,0.23,6,2602,599.00,
532321,CADILA HEALT,A ,Q,323.05,328.75,315.60,318.25,318.25,323.75,909,80573,25852966.00,
532323,SHIVA CEMENT,X ,Q,13.35,13.35,12.53,12.67,12.55,12.99,192,46542,591556.00,
532324,CINEVISTA   ,B ,Q,5.20,5.63,5.11,5.61,5.61,5.37,54,7509,41406.00,
532326,INTENS TECH ,B ,Q,43.70,43.90,39.30,40.45,41.00,41.00,47,13684,582978.00,
532329,DANLAW TECH.,X ,Q,86.00,89.00,85.00,88.90,89.00,85.80,19,876,76809.00,
532330,BIOPAC INDIA,X ,Q,6.46,6.80,6.46,6.50,6.80,6.80,13,4750,30808.00,
532331,AJANTA PHARM,A ,Q,984.00,995.40,952.00,961.15,961.15,982.40,1858,48398,47093131.00,
532333,HB PORTFOLIO,X ,Q,21.10,22.05,20.25,21.35,20.25,22.35,27,2404,51295.00,
532334,HB ESTATE DE,X ,Q,12.30,13.00,12.30,12.30,12.30,12.51,8,2202,27578.00,
532336,BARON INFO. ,XT,Q,0.19,0.19,0.19,0.19,0.19,0.19,1,2,0.00,
532339,COMPUCOM SOF,B ,Q,9.55,9.65,9.32,9.53,9.53,9.80,15,2290,21841.00,
532341,IZMO        ,B ,Q,57.00,57.70,54.65,55.40,55.70,57.75,38,1847,102889.00,
532342,COMMEX TECH ,XT,Q,0.46,0.46,0.46,0.46,0.46,0.48,1,5,2.00,
532343,TVS MOTOR L ,A ,Q,522.00,522.00,489.00,499.85,499.85,515.45,2376,152899,76629348.00,
532345,GATI LTD.   ,B ,Q,72.65,72.65,69.65,70.65,70.25,72.70,456,53777,3805541.00,
532348,SUBEX LTX   ,B ,Q,6.00,6.00,5.89,5.89,5.89,6.20,180,644621,3802950.00,
532349,TRANSPORT CO,B ,Q,282.50,289.95,280.00,286.95,288.80,280.90,42,997,283989.00,
532350,PADMALAYA TE,XT,Q,1.90,2.00,1.90,2.00,2.00,2.00,11,1258,2420.00,
532351,AKSH OPTIFIB,B ,Q,21.85,22.05,21.10,21.35,21.15,21.90,214,48368,1039484.00,
532354,VIRGOGLOB   ,XT,Q,2.58,2.58,2.58,2.58,2.58,2.53,1,1,2.00,
532355,PICTURHOUSE ,X ,Q,2.38,2.38,2.30,2.30,2.30,2.27,2,2,4.00,
532356,TRIVENI ENGG,B ,Q,42.30,42.60,41.05,41.75,41.45,42.60,324,56391,2367458.00,
532357,MUKTA ARTS  ,B ,Q,38.45,38.45,36.40,36.60,36.40,37.80,26,1945,72249.00,
532365,DYNACONS SYS,B ,Q,31.05,32.50,29.90,32.50,32.50,31.90,6,300,9347.00,
532366,PNB GILTS   ,B ,Q,29.50,29.55,29.20,29.55,29.55,29.75,19,2116,62245.00,
532368,BCG         ,B ,Q,3.03,3.07,2.92,2.99,2.99,3.08,37,21274,63658.00,
532369,RAMCO INDS. ,B ,Q,200.10,201.45,190.05,192.30,192.30,196.70,253,5807,1140372.00,
532370,RAMCO  SYSTM,B ,Q,234.25,235.80,232.05,234.65,234.00,232.70,70,2075,486293.00,
532371,TATA TELESER,B ,Q,3.60,3.70,3.24,3.46,3.50,3.65,465,324334,1107436.00,
532372,VIRINCHI    ,X ,Q,74.00,74.00,70.10,73.15,73.55,72.90,80,4966,357107.00,
532373,WEPSOLN     ,X ,Q,22.00,22.00,21.60,21.60,21.60,22.20,10,483,10533.00,
532374,STER TECH   ,A ,Q,226.80,234.65,208.60,225.40,225.40,222.55,9619,607447,134755645.00,
532375,TIPSINDUSTR ,B ,Q,60.00,62.00,58.35,61.60,61.60,62.25,41,5267,313304.00,
532376,MRO-TEK     ,B ,Q,39.00,39.00,39.00,39.00,39.00,40.55,1,1100,42900.00,
532379,FIRSTOBJ    ,X ,Q,8.46,9.30,8.42,8.42,8.42,8.86,48,11801,99806.00,
532380,BABA ARTS   ,X ,Q,3.20,3.88,3.20,3.70,3.70,3.53,5,173,651.00,
532382,BALAJI TELE.,B ,Q,88.00,89.30,83.55,87.05,87.05,89.30,210,11382,973689.00,
532384,TYCHE INDS  ,X ,Q,78.00,78.00,74.85,78.00,78.00,78.00,6,441,34394.00,
532386,CALIFORN.SOF,B ,Q,20.20,20.90,19.20,20.10,20.20,20.20,30,2647,53265.00,
532388,INDIAN OVER.,A ,Q,13.90,13.90,13.18,13.29,13.30,13.63,91,23882,319457.00,
532390,TAJ GVK HOTL,B ,Q,185.90,185.90,169.65,173.85,174.50,177.65,101,2327,402367.00,
532391,OPTO CIRCUIT,B ,Q,8.80,9.05,8.61,8.90,8.90,8.66,161,87675,768776.00,
532395,AXISCADES   ,B ,Q,67.00,67.00,59.20,59.95,59.95,63.15,263,20955,1297150.00,
532398,UMESL       ,B ,Q,1.09,1.09,1.09,1.09,1.09,1.14,1,10,10.00,
532400,KPIT        ,A ,Q,117.00,117.00,111.50,113.60,113.60,114.45,718,91028,10285709.00,
532401,VIJAYA BANK ,A ,Q,43.00,43.45,42.15,42.40,42.25,43.00,199,30495,1301973.00,
532402,USGTECH     ,X ,Q,4.00,4.00,4.00,4.00,4.00,4.10,1,2,8.00,
532404,SAVEN TECHNO,X ,Q,23.55,24.00,23.35,23.45,23.45,24.55,33,5930,139335.00,
532406,AVANTEL LTD ,X ,Q,222.00,228.15,216.30,228.05,228.00,221.00,16,471,104779.00,XD
532407,MOSCHIP SEMI,X ,Q,20.70,20.85,20.00,20.55,20.60,20.65,64,11613,236633.00,
532408,MEGASOFT LTD,T ,Q,7.05,7.10,6.85,7.10,7.10,7.21,47,9608,67136.00,
532410,TRANSCORP IN,X ,Q,20.20,24.45,20.20,21.50,21.50,23.95,28,2940,64147.00,
532411,VISESH INFO.,T ,Q,0.19,0.19,0.19,0.19,0.19,0.19,7,12191,2316.00,
532413,CEREBRA INTE,B ,Q,28.45,29.30,27.20,27.90,27.90,27.60,136,58551,1643785.00,
532414,IKF TECHNO  ,XT,Q,0.28,0.28,0.27,0.27,0.27,0.28,4,600,163.00,
532416,MID-DAY MULT,T ,Q,25.05,25.60,25.05,25.50,25.60,25.20,7,1700,43178.00,
532418,ANDHRA BANK ,A ,Q,25.35,25.35,24.80,24.90,24.85,25.50,209,79748,1995440.00,
532419,SMARTLINK   ,B ,Q,78.00,78.50,78.00,78.40,78.40,81.45,7,271,21203.00,
532424,GODREJ CONS ,A ,Q,715.00,715.00,696.15,699.40,696.15,711.75,938,23191,16246665.00,
532430,BF UTILI    ,B ,Q,200.90,200.90,187.90,191.05,191.05,195.35,1853,78056,15006995.00,
532432,UNITD SPR   ,B ,Q,546.00,559.00,540.00,556.00,556.00,543.15,1264,48368,26752033.00,
532435,SANINFRA    ,X ,Q,38.30,38.30,38.30,38.30,38.30,40.30,3,410,15703.00,
532439,OLECTRA     ,B ,Q,221.30,222.00,202.00,205.75,204.00,219.05,562,11614,2447930.00,
532440,MPS LTD     ,B ,Q,464.80,464.80,454.05,456.65,456.00,468.05,12,32,14629.00,
532443,CERA SANITAR,A ,Q,2438.00,2441.00,2348.00,2381.30,2381.30,2444.40,105,375,903972.00,
532444,T. SPIRITUAL,XT,Q,0.79,0.79,0.79,0.79,0.79,0.80,1,10,7.00,
532454,BHARTI ARTL ,A ,Q,311.00,311.05,302.25,306.60,306.60,311.30,1571,174683,53343812.00,
532455,SHALIMAR WIR,X ,Q,13.10,15.95,13.10,14.25,14.25,15.10,24,2519,36055.00,
532456,COMPUAGE INF,B ,Q,18.30,18.95,17.50,18.30,18.20,18.75,79,6280,114971.00,
532457,GULSHAN POLY,B ,Q,60.50,60.50,59.00,59.40,59.10,59.85,18,1672,100338.00,
532459,AUNDEFAZE   ,XT,Q,21.05,21.05,21.05,21.05,21.05,20.05,1,25,526.00,
532460,PONNI SUG(ER,B ,Q,133.00,143.10,132.10,135.40,135.40,140.00,16,4671,642982.00,
532461,PUNJAB NATIO,A ,Q,74.00,74.30,71.05,73.15,73.15,73.90,3890,1502453,108874517.00,
532466,ORACLE FIN  ,A ,Q,3798.00,3804.60,3755.65,3787.55,3770.75,3786.80,84,433,1639253.00,
532467,HAZ MUL PRO ,XT,Q,0.50,0.50,0.50,0.50,0.50,0.50,2,24,12.00,
532468,KAMAHOLDING ,B ,Q,4800.00,4850.00,4701.00,4750.20,4750.20,4808.45,17,170,810616.00,
532475,APTECH LTD  ,B ,Q,169.45,171.50,165.85,168.10,168.10,171.55,835,34950,5868431.00,
532477,UNION BANK L,A ,Q,81.20,81.20,78.10,79.55,79.55,81.20,1612,578555,45876772.00,
532478,UNITED BREWA,A ,Q,1447.10,1450.80,1425.65,1440.65,1436.20,1449.85,473,11483,16517712.00,
532479,ISMT LTD    ,T ,Q,7.70,7.70,7.21,7.21,7.21,7.35,4,983,7229.00,
532480,ALLAHABAD BK,A ,Q,44.00,44.10,42.90,43.60,43.60,44.50,526,185793,8078587.00,
532481,NOIDA-TOLL B,B ,Q,6.70,6.95,6.61,6.65,6.61,6.70,15,2218,14812.00,
532482,GRANULES (I),A ,Q,89.50,90.60,83.70,85.20,85.20,89.10,1221,129938,11274931.00,
532483,CANARA BANK ,A ,Q,238.00,239.15,230.50,235.00,235.00,238.45,2240,356991,83850194.00,
532485,BALMER LA.IN,B ,Q,392.00,392.00,381.00,386.95,389.00,384.25,40,1056,405837.00,
532486,POKARNA LTD ,B ,Q,176.00,176.00,167.60,172.15,174.95,172.75,54,1633,284179.00,
532488,DIVI'S LAB. ,A ,Q,1560.00,1618.25,1545.85,1610.85,1610.85,1531.75,5143,129206,205823054.00,
532493,ASTRA MICRO ,B ,Q,77.95,77.95,76.15,77.00,76.65,77.55,62,4202,323721.00,
532497,RADICOKHAIT ,A ,Q,424.65,439.05,423.20,435.60,435.60,427.90,1605,54158,23522641.00,
532498,SHRMCITYUN  ,A ,Q,1722.80,1722.80,1624.30,1655.05,1656.30,1708.70,48,126,208424.00,
532500,MARUTISUZUK ,A ,Q,6965.00,7036.70,6852.05,6968.05,6968.05,6956.55,5955,56285,391259151.00,
532503,RAJAPAMILLS ,X ,Q,691.65,725.00,691.65,719.05,720.00,716.90,116,1047,750765.00,
532504,NAVIN FLUORI,A ,Q,619.95,625.00,605.00,622.90,622.20,625.95,535,6996,4327406.00,
532505,UCOBANK     ,A ,Q,19.05,19.05,18.40,18.45,18.45,19.05,171,49267,913175.00,
532507,BAG FIL MED ,B ,Q,4.44,4.55,4.32,4.37,4.38,4.44,49,25557,112765.00,
532508,JSL         ,B ,Q,28.45,28.45,26.00,26.15,26.15,27.00,225,28746,759708.00,
532509,SUPRAJIT ENG,B ,Q,198.00,199.60,190.00,192.80,191.00,198.60,105,2428,473169.00,
532511,EXCEL CROP. ,B ,Q,3355.00,3355.00,3284.85,3333.90,3330.00,3359.65,24,39,130198.00,
532513,TVSELE      ,B ,Q,177.00,179.30,175.50,178.05,178.05,178.80,209,9346,1655633.00,
532514,INDRA GAS   ,A ,Q,285.00,298.90,285.00,293.95,293.00,286.20,5029,284325,83920208.00,
532515,TV TODAY    ,B ,Q,356.45,356.45,348.65,349.50,349.05,351.60,19,236,82531.00,
532518,FLORENCE    ,X ,Q,1289.95,1289.95,1232.00,1286.55,1289.50,1299.95,6,52,67003.00,
532521,PALRED      ,B ,Q,38.00,38.00,37.50,37.50,37.50,38.25,18,1752,65749.00,
532522,PETRONET LNG,A ,Q,223.00,223.00,208.60,209.85,209.85,221.20,2245,472047,99252683.00,
532523,BIOCON LTD. ,A ,Q,665.00,669.70,651.40,653.65,653.65,666.55,995,45107,29657530.00,
532524,PTC INDIA   ,A ,Q,76.25,76.55,74.70,75.70,75.70,76.20,264,27620,2086339.00,
532525,BANK MAHA   ,B ,Q,14.96,14.96,13.85,14.20,14.20,14.96,602,205081,2910239.00,
532527,RK FORGINGS ,B ,Q,496.25,504.95,485.00,491.55,485.00,488.40,107,1455,713764.00,
532528,DATAM GLOB  ,B ,Q,100.00,101.70,97.50,97.85,97.60,100.00,79,5570,548056.00,
532529,NDTV        ,B ,Q,34.65,35.50,34.65,35.15,35.45,35.00,22,2042,71406.00,
532531,STAR        ,A ,Q,445.00,455.80,431.25,435.40,435.40,446.20,3501,186497,82293069.00,
532532,JAIPRA      ,A ,Q,6.70,6.70,5.10,5.96,5.96,6.73,11398,6207890,37626117.00,
532538,ULTRATECH CM,A ,Q,3485.05,3488.10,3405.00,3454.40,3450.00,3478.00,1643,37086,128100359.00,
532539,MINDA IND   ,A ,Q,290.45,294.60,288.00,291.35,291.00,287.00,289,3424,996482.00,
532540,TCS LTD.    ,A ,Q,2030.00,2051.00,2018.30,2047.15,2047.15,2030.75,3148,82381,167982085.00,
532541,NIITTECH    ,A ,Q,1317.15,1326.75,1305.00,1310.35,1305.00,1317.10,500,13351,17530151.00,
532543,GULFPETRO   ,B ,Q,58.95,58.95,54.55,54.75,55.00,56.90,38,2450,135162.00,
532548,CENTURYPLY  ,A ,Q,165.10,165.10,160.50,161.90,161.80,167.25,344,11418,1848604.00,
532553,WELENT      ,B ,Q,96.20,96.50,94.65,95.70,95.15,95.70,267,13714,1311245.00,
532555,NTPC LTD    ,A ,Q,140.50,140.50,136.85,137.25,137.25,140.15,1160,200639,27736906.00,
532604,SALSTEEL    ,B ,Q,5.77,5.77,5.31,5.68,5.70,5.77,25,4630,26203.00,
532605,JBM AUTO    ,B ,Q,274.15,293.00,271.10,272.10,271.80,283.55,156,1270,353991.00,
532610,DWAR SUGAR  ,B ,Q,23.00,23.35,22.10,22.95,22.95,22.60,443,82378,1890594.00,
532612,INDOCO REM  ,B ,Q,176.90,182.60,176.90,178.90,178.00,176.90,41,1231,220978.00,
532613,VIPCLOTHNG  ,B ,Q,22.20,22.45,21.50,21.75,21.90,22.70,99,8050,175760.00,
532616,XCHANGING   ,B ,Q,44.25,44.30,43.60,44.10,44.00,45.25,19,2156,95059.00,
532617,JETAIRWAYS  ,A ,Q,256.00,256.05,240.75,243.20,243.20,255.90,6986,758303,186427075.00,
532621,MORARJETEX  ,B ,Q,22.05,23.00,21.15,21.20,21.15,23.35,15,4505,99127.00,
532622,GATEWAY DIST,A ,Q,108.00,110.00,103.70,108.45,108.45,110.00,146,8781,944341.00,
532624,JINDALPH    ,B ,Q,28.65,28.65,26.20,26.20,26.20,27.55,18,3019,79854.00,
532626,PONDY OXIDES,X ,Q,350.00,354.60,340.15,348.30,348.30,350.50,145,5237,1838336.00,
532627,JPPOWER     ,B ,Q,1.89,1.89,1.77,1.77,1.77,1.86,352,816013,1457486.00,
532628,3I INFOTECH ,B ,Q,3.32,3.32,3.20,3.22,3.22,3.32,212,211925,686886.00,
532629,MCNALLYB    ,T ,Q,8.99,9.20,8.70,8.70,8.70,8.99,19,9329,82766.00,
532630,GOKALDAS    ,B ,Q,71.00,71.00,70.30,70.40,70.35,71.70,7,116,8181.00,
532633,ALLSEC TECH ,B ,Q,158.00,191.90,151.10,177.10,176.95,177.10,84,724,124024.00,
532636,IIFL        ,A ,Q,418.00,418.00,372.30,380.55,380.00,416.00,1839,31245,12336604.00,
532637,MAN DRUGORG ,B ,Q,62.00,65.00,62.00,63.15,64.00,63.45,18,472,29844.00,
532638,SHOPPER STOP,A ,Q,508.70,508.70,485.40,499.75,499.75,514.35,82,609,307148.00,
532640,CYBER MEDIA ,B ,Q,6.54,6.54,6.54,6.54,6.54,6.88,1,1,6.00,
532641,NDL         ,B ,Q,57.00,58.55,50.50,56.00,55.75,57.10,99,5956,334875.00,
532642,JSWHL       ,B ,Q,2736.95,2736.95,2563.00,2597.70,2563.00,2699.40,39,179,473202.00,
532644,JK CEMENT   ,A ,Q,695.70,718.40,656.00,703.55,715.85,710.90,197,1687,1187908.00,
532645,BEEYU OVERSE,XT,Q,0.34,0.34,0.34,0.34,0.34,0.35,1,20,6.00,
532646,UNIPLY IND  ,B ,Q,50.50,51.70,50.00,50.90,50.70,51.55,283,25456,1296470.00,
532647,PROVOGUE IND,T ,Q,1.63,1.63,1.63,1.63,1.63,1.71,10,29375,47881.00,
532648,YES BANK    ,A ,Q,185.60,185.60,175.45,179.90,179.90,185.65,30724,5012988,903157759.00,
532649,NECTAR LIFE ,B ,Q,18.05,18.10,17.20,17.30,17.20,18.05,312,32121,565502.00,
532650,MSP STEEL   ,B ,Q,11.95,11.95,11.95,11.95,11.95,11.10,1,2951,35264.00,
532651,SPL INDS    ,B ,Q,60.70,60.70,58.00,60.70,60.70,57.85,205,34155,2039669.00,
532652,KARNATAKA BK,A ,Q,117.50,118.35,115.00,116.70,115.00,118.10,563,95200,11125516.00,
532654,MCLEOD RUSSE,B ,Q,97.10,97.10,95.50,96.25,96.85,97.15,90,2713,261064.00,
532656,FACOR ALLOYS,X ,Q,2.00,2.14,1.91,1.92,1.91,2.03,53,31973,61949.00,
532658,EON ELECT   ,B ,Q,39.65,40.15,39.60,39.65,39.65,40.45,32,1849,73391.00,
532659,IDFC        ,A ,Q,38.60,38.60,36.40,36.85,36.85,38.60,1149,782152,28830577.00,
532660,VIVIMED LABS,B ,Q,25.00,25.00,23.05,23.40,23.20,23.90,236,36898,870018.00,
532661,RANE MADRAS ,B ,Q,395.45,397.05,385.10,395.40,387.05,398.25,17,74,29210.00,
532662,HT MEDIA    ,B ,Q,39.35,40.70,39.00,40.10,40.10,39.65,92,8227,327677.00,
532663,SASKEN      ,B ,Q,640.00,645.00,622.50,632.05,622.50,635.10,355,2898,1832653.00,
532665,RAJVIR IND  ,T ,Q,17.80,17.80,17.80,17.80,17.80,18.70,1,20,356.00,
532666,FCS SOFTWARE,T ,Q,0.22,0.22,0.21,0.22,0.22,0.22,21,102844,21805.00,
532667,SUZLONENERGY,A ,Q,4.92,4.92,4.68,4.73,4.73,4.94,8234,3263275,15490528.00,
532668,AURIONPRO SO,B ,Q,114.55,123.25,114.55,120.95,123.25,116.95,45,2181,258001.00,
532670,RENUKA SUGAR,B ,Q,10.05,10.11,9.69,9.80,9.75,10.04,209,106942,1049501.00,
532673,KM SUGARMILL,B ,Q,8.00,8.15,7.56,7.68,7.75,8.00,16,4032,31212.00,
532678,BOMBAY RAYON,T ,Q,7.70,8.44,7.68,7.84,7.83,8.08,51,10828,86015.00,
532679,SORILINFRA  ,B ,Q,289.80,300.95,272.35,275.40,276.10,286.65,935,15830,4527997.00,
532682,ABG SHIPYARD,Z ,Q,1.86,1.86,1.70,1.70,1.70,1.78,25,7812,13862.00,
532683,AIAENGINEER ,A ,Q,1606.00,1635.60,1597.60,1622.40,1609.50,1603.95,133,706,1140511.00,
532684,EVEREST KANT,B ,Q,27.40,27.50,26.60,26.85,26.70,27.55,89,16134,434481.00,
532686,KERNEX MICRO,T ,Q,24.00,24.35,23.40,23.45,23.45,24.00,8,1209,28301.00,
532687,REPRO INDIA ,B ,Q,594.95,594.95,552.05,566.80,552.05,568.55,27,168,95383.00,
532689,PVR LTD     ,A ,Q,1561.00,1597.80,1551.90,1581.10,1576.05,1570.25,924,24242,38180288.00,
532692,RADHA MADHAV,B ,Q,24.05,25.30,24.05,24.60,24.80,25.00,37,2918,72192.00,
532693,PUNJ LLOYD  ,B ,Q,2.30,2.30,2.30,2.30,2.30,2.42,149,372329,856356.00,
532694,BARTRONICSIN,B ,Q,6.35,6.35,6.27,6.35,6.27,6.51,12,983,6239.00,
532695,CELEBRITYFAS,B ,Q,10.80,10.80,8.90,9.00,9.25,9.02,13,8315,74975.00,
532696,EDUCOMP SOLN,Z ,Q,2.18,2.20,2.17,2.19,2.19,2.28,7,2100,4597.00,
532698,NITINSPINNER,B ,Q,83.60,90.00,80.75,86.05,86.05,84.00,150,16415,1394958.00,
532699,ROYALORCH   ,B ,Q,110.50,112.00,106.60,107.60,107.60,111.15,59,2287,247004.00,
532700,ENT NETWORK ,B ,Q,552.00,555.00,545.00,547.85,545.00,567.15,10,10,5490.00,
532701,CELLA       ,X ,Q,6.78,6.79,6.78,6.79,6.79,6.51,2,2,13.00,
532702,GUJ PETRONET,A ,Q,177.50,177.70,170.00,171.15,170.00,176.95,650,15216,2628865.00,
532705,JAGRAN PRAK ,A ,Q,101.00,102.00,98.55,101.50,102.00,100.65,205,6742,673100.00,
532706,INOX LEISURE,A ,Q,257.40,275.00,257.30,262.55,265.10,262.20,307,7750,2038004.00,
532707,DYNEMIC PRO ,B ,Q,123.95,123.95,115.15,118.00,118.00,116.65,31,2075,242613.00,
532708,GVK POWERINF,B ,Q,6.55,6.55,5.95,5.99,6.03,6.55,370,355315,2160498.00,
532710,SADBHAV ENGG,A ,Q,196.30,198.15,193.90,194.65,195.55,196.10,53,956,187495.00,
532711,SUNIL HITECH,T ,Q,1.35,1.35,1.27,1.35,1.35,1.29,58,227856,306471.00,
532712,REL COM LTD ,A ,Q,10.44,10.44,6.00,7.55,7.55,11.60,45275,42509147,312465925.00,
532713,SAKUMA EXPO ,B ,Q,38.20,38.75,37.20,37.80,37.85,38.20,112,13121,499828.00,
532714,KEC INTERN  ,A ,Q,249.35,249.35,243.30,245.00,244.50,247.75,300,8269,2028579.00,
532715,GITANJALI GE,Z ,Q,1.23,1.28,1.17,1.20,1.20,1.23,128,213910,267666.00,
532716,GILLA ARBUT ,B ,Q,54.50,54.50,51.80,53.35,53.35,54.05,7,1330,71904.00,
