SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
506618,PUN.CHEM    ,B ,Q,679.90,690.00,650.65,675.00,675.00,682.10,187,6494,4368160.00,
506640,GUJCHEM DIST,XT,Q,100.00,100.00,100.00,100.00,100.00,104.00,2,3034,303400.00,
506642,SADHANA NITR,X ,Q,339.95,341.95,335.00,341.95,341.95,335.25,282,10930,3725502.00,
506655,SUDARSH.CHEM,B ,Q,329.80,329.80,311.50,314.65,316.10,315.85,93,1704,537746.00,
506685,ULTRAMARINE ,X ,Q,225.00,225.00,216.60,222.40,223.00,211.80,1660,10219,2266698.00,
506687,TRANSPEK    ,X ,Q,1361.45,1405.00,1361.05,1379.75,1368.00,1390.50,57,1144,1574609.00,
506690,UNICHEM LAB ,B ,Q,197.60,197.60,192.70,193.80,193.50,199.55,149,10319,2011059.00,
506734,MYS PETRO   ,X ,Q,81.90,82.90,81.05,81.05,81.05,84.50,7,373,30739.00,
506767,ALKYL AMINES,B ,Q,757.50,798.00,755.10,757.00,757.00,764.00,83,712,552009.00,
506820,ASTRAZEN.PH.,B ,Q,1674.00,1678.55,1590.00,1600.25,1594.00,1650.95,311,1905,3110101.00,
506852,PUN.ALKALI  ,X ,Q,48.50,48.50,46.50,46.50,46.50,48.55,20,6291,296431.00,
506854,TANFAC IND. ,X ,Q,183.90,183.90,170.75,170.90,171.00,179.70,224,12534,2166000.00,
506858,GUJ.PETRO   ,XT,Q,14.45,14.45,14.45,14.45,14.45,15.20,1,44,635.00,
506863,SWADESHI IND,X ,Q,1.71,1.78,1.71,1.71,1.71,1.71,6,101,172.00,
506879,GUJ.THEMIS. ,X ,Q,31.60,31.60,30.35,30.35,30.35,30.80,5,2250,69650.00,
506906,SCBL        ,X ,Q,6.83,8.19,6.76,8.19,8.19,6.83,474,578761,4620737.00,
506919,MAKERS LAB. ,X ,Q,61.45,61.45,56.65,57.40,57.00,59.10,24,2071,121848.00,
506943,J.B.CHEMICAL,B ,Q,309.90,314.00,309.85,313.60,313.75,306.95,35,517,161316.00,
506981,BL.CHIP TEX ,X ,Q,109.85,119.00,109.85,112.60,111.00,119.70,5,100,11122.00,
507155,JAGATJIT IND,XT,Q,43.00,43.20,43.00,43.20,43.20,42.60,2,21,907.00,
507180,KESAR ENT.  ,B ,Q,28.50,28.50,28.50,28.50,28.50,28.10,7,2720,77520.00,
507205,TILAKNAG IND,B ,Q,16.40,16.75,16.30,16.40,16.35,16.55,15,4267,70688.00,
507300,RAVALGAON   ,XT,Q,2575.00,2780.00,2549.80,2780.00,2780.00,2652.00,7,13,33647.00,
507315,SAKTHI SUGAR,B ,Q,11.10,11.88,10.76,10.77,10.76,11.32,50,12936,143083.00,
507410,WALCHANDNGR ,B ,Q,87.05,87.45,82.50,84.90,84.90,87.90,1139,54904,4621599.00,
507435,KHOD.INDIA  ,XT,Q,73.00,73.00,68.25,69.00,69.00,70.00,3,20,1376.00,
507438,IFB AGRO    ,B ,Q,532.00,542.00,518.00,524.15,520.05,543.30,64,336,176910.00,
507442,DHARANI SUG ,B ,Q,10.75,10.91,10.15,10.52,10.52,10.67,16,4774,49009.00,
507450,THIRU A.SUG.,T ,Q,19.45,20.40,19.40,19.40,19.95,20.40,42,4258,83119.00,
507474,KOTHARI FERM,X ,Q,68.00,68.00,67.00,67.00,67.00,64.30,5,472,32075.00,
507488,G.M.BREWERI ,B ,Q,501.00,501.00,493.00,495.15,495.15,501.65,194,2042,1014940.00,
507490,RANA SUGARS ,B ,Q,2.99,2.99,2.84,2.86,2.85,2.98,35,27431,79223.00,
507498,PICCADILY SU,X ,Q,5.92,5.92,5.91,5.92,5.92,5.91,4,626,3703.00,
507508,RIGA SUGAR  ,XT,Q,4.72,4.72,4.72,4.72,4.72,4.72,1,100,472.00,
507514,SOM DISTILL.,B ,Q,144.70,146.15,140.20,141.30,140.20,141.90,89,2036,291349.00,
507525,AMRIT CORP  ,X ,Q,700.15,762.45,689.85,690.00,690.00,726.15,15,85,58727.00,
507526,ASSO.ALCOHOL,X ,Q,251.70,259.80,246.00,259.10,259.60,244.70,344,21159,5401713.00,
507552,FOODS & INNS,X ,Q,155.00,157.95,153.00,157.55,157.95,157.85,8,395,61531.00,
507580,IVP LIMITED ,B ,Q,103.10,106.00,103.10,105.50,105.00,108.00,5,260,26950.00,
507598,KLRFM       ,X ,Q,39.60,41.00,38.20,38.25,38.20,39.00,22,1404,55057.00,
507621,MILKFOOD    ,X ,Q,299.00,299.00,281.00,286.05,286.05,294.30,36,1024,293649.00,
507645,POLSON LTD. ,X ,Q,11222.20,11850.00,11200.00,11200.00,11200.00,11222.20,7,8,90472.00,
507649,RASOI LTD.  ,X ,Q,27011.00,27011.00,26013.00,26314.30,26302.00,27349.35,40,59,1551189.00,
507685,WIPRO LTD.  ,A ,Q,370.00,374.80,368.25,371.10,371.10,371.35,1894,124468,46218437.00,
507690,ORIENT BEVER,X ,Q,84.00,88.25,84.00,84.80,84.80,90.00,7,750,63520.00,
507717,DHAN AGRI   ,B ,Q,440.00,440.00,425.00,436.15,429.00,440.00,54,662,286786.00,
507747,TTK HEALTHCA,B ,Q,724.00,735.85,707.50,715.30,707.50,737.20,128,1135,813033.00,
507753,TGVSL       ,X ,Q,34.40,34.40,33.20,33.30,33.30,34.10,164,40687,1362288.00,
507759,LIME CHEM.  ,X ,Q,53.65,53.65,45.05,48.80,48.80,49.00,6,146,6809.00,
507779,KANPUR PLAST,X ,Q,124.10,125.00,117.75,118.55,118.95,126.80,197,8128,980589.00,
507785,TAINWALA CH.,B ,Q,66.60,69.95,66.60,69.95,69.95,72.95,2,206,13739.00,
507789,JAGSON PHAR ,B ,Q,28.00,31.20,28.00,30.95,31.00,31.00,18,2468,76340.00,
507794,KHAITAN CHEM,X ,Q,9.97,9.97,9.05,9.05,9.05,9.52,71,18026,164059.00,
507813,NATI. OXYGEN,X ,Q,42.00,44.00,40.15,40.15,40.15,42.25,12,322,12975.00,
507815,GILLETTE (I),A ,Q,6511.85,6511.85,6460.00,6465.00,6460.05,6509.75,13,24,155383.00,
507828,ANSALHSG    ,B ,Q,13.00,13.00,11.93,11.94,11.94,13.25,211,35028,424466.00,
507836,MAC CHARLES ,XT,Q,320.00,324.90,303.05,324.20,324.90,319.00,23,429,134923.00,
507864,PION INVEST ,X ,Q,16.05,17.15,15.90,17.00,17.15,16.55,76,8518,140321.00,
507872,ASHNOOR TEX.,XT,Q,13.87,15.30,13.87,15.30,15.30,14.60,5,275,3831.00,
507878,UNITECH LTD ,T ,Q,1.48,1.48,1.45,1.45,1.45,1.52,169,469651,682005.00,
507880,VIP INDUS.  ,A ,Q,494.10,509.45,489.20,498.55,498.55,497.60,1602,32665,16428891.00,
507910,FIBERWB IN  ,X ,Q,37.00,37.00,34.00,36.65,36.95,36.25,186,29969,1078209.00,
507912,LKP FIN     ,X ,Q,112.50,114.95,106.55,114.95,114.95,104.50,20,727,82783.00,
507944,BAJAJ STEEL ,X ,Q,297.25,297.25,275.65,291.35,290.00,299.50,89,2644,766327.00,
507948,KEY CORP.LTD,XT,Q,12.25,12.25,12.25,12.25,12.25,12.89,1,100,1225.00,
507960,GUJ.HOTELS  ,X ,Q,106.05,106.20,106.05,106.20,106.20,107.15,4,288,30563.00,
507981,JINDAL HOTL ,X ,Q,39.90,40.90,37.40,39.95,40.00,38.50,24,6820,270480.00,
